message_id,user_id,conversation_type,group_id,business_id,sender_user_id,created_at,message_text,forwarded_count
message_0297,u_031,business,,business_014,,2026-03-16 07:46,"Dear Customer,

School fee receipt is generated for term 2. Download from parent portal.

Tap below to view details.",0
message_0211,u_002,group,group_001,,u_042,2026-06-16 12:08,"Beta, did you have dinner? Call tomorrow when you are free, no hurry.",0
message_0273,u_023,business,,business_008,,2026-04-16 07:17,"Hi Customer,

Your food order status has been updated.

The rider may call from a masked number when they reach your location.

Track order in the app.",0
message_0074,u_009,group,group_005,,u_050,2026-03-27 17:24,"This came with bank logo but URL is hsbc-alerts.net, not real bank site. Asks username and OTP on same page.",0
message_0325,u_040,group,group_022,,u_052,2026-04-27 12:31,"Farmhouse land near new highway, limited plots left. Registry after token payment.",3
message_0027,u_010,business,group_005,business_099,u_049,2026-04-02 07:46,"Hi,

You may have interacted with this program through one of our events, hiring conversations, partnerships, or other initiatives.

We're conducting a short 3-minute survey or session update to better understand what today's tech industry expects.

Here's the link shared in this chat. We'd really appreciate it if you could take a few minutes.",0
message_0250,u_015,business,,business_097,,2026-04-24 12:03,"Dear customer,

Your international payout profile needs one final verification step.

Complete the check from the link shared here so the payout request can continue.

Team RazorpayX Global Desk",0
message_0084,u_032,group,group_002,,u_043,2026-06-02 07:24,Sharing this here: drink warm water every hour. Doctors don't tell this. Share to all groups for everyone's benefit.,0
message_0197,u_016,group,group_005,,u_050,2026-04-03 17:46,"Wallet KYC incomplete. Open link and confirm card number, PIN and OTP to continue payments.",0
message_0219,u_005,business,,business_082,,2026-03-16 07:57,"Dear Customer,

Contract note for today's trades is ready. Review holdings and charges in Console. This update is from Zerodha.

Tap below to view details.",0
message_0017,u_007,business,,business_094,,2026-07-16 17:46,"New here? 50% Off Won't Wait!

Welcome! Get 50% off with TRY50.

But hurry, it might expire soon.

Ready to place your first order? Use it now!

T&C apply. Reply STOP to unsubscribe",0
message_0104,u_033,group,group_005,,u_048,2026-04-25 17:24,"Marketplace listing from Myntra: lightly used kurta set, size M, pickup near Gate 2. u_032 asked for photos and pickup time.",0
message_0299,u_032,group,group_005,,u_048,2026-04-05 17:57,"Selling cotton kurta set, size M, worn once. Pickup near Gate 2. Can share more photos on DM.",0
message_0145,u_014,group,group_002,,u_043,2026-08-09 12:31,"Gate 2 closing 6:30 for repair truck. Cars on ramp need to move before then, security started calling flats.",0
message_0002,u_006,group,group_003,,u_045,2026-03-21 17:12,Route B leaves 7:35 today because of stadium diversion. Driver said no waiting at individual stops. Reply only if child absent.,0
message_0176,u_007,group,group_005,,u_052,2026-03-29 17:39,"Loan approved upto 5L, no documents. Same day transfer. Reply YES / missed call now, limited slots.",0
message_0124,u_007,group,group_005,,u_052,2026-03-18 12:24,Deal again: loan up to 5 lakh approved. Reply NOW for executive callback. No documents.,0
message_0320,u_039,business,,business_027,,2026-03-08 17:03,"You just dropped something...

A membership, event, or entertainment update is available for your account.

Unlock benefits, watchlist updates, or booking details from the app whenever convenient.

Reply STOP to unsubscribe",0
message_0274,u_023,group,group_005,,u_048,2026-04-26 12:24,"Homemade momos available tonight, veg and chicken. Pickup from Block C after 7:30.",0
message_0023,u_009,group,group_005,,u_050,2026-08-12 17:17,SECURITY: OTP risk found. Verify at account-login.in before access is blocked.,0
message_0321,u_039,business,,business_095,,2026-03-18 07:08,"Hi,

You may have interacted with this program through one of our events, hiring conversations, partnerships, or other initiatives.

We're conducting a short 3-minute survey or session update to better understand what today's tech industry expects.

Here's the link shared in this chat. We'd really appreciate it if you could take a few minutes.",0
message_0112,u_001,group,group_001,,u_051,2026-06-11 12:12,Good morning all. Have a peaceful day.,0
message_0283,u_026,group,group_007,,u_054,2026-06-22 12:17,"Posting trip photos from last year, no need to reply now.",0
message_0007,u_012,business,,business_092,,2026-05-10 12:46,"When did a trip last change something about how you see yourself?

Ladakh is built for that. 7 nights, all in, from Rs 17,999 per person.

Tap below to view the itinerary.

Reply STOP to unsubscribe from marketing messages.",0
message_0268,u_021,group,group_022,,u_052,2026-08-16 12:52,"Final few plots near airport road. Pay Rs 11,000 token today; registry papers will be shared after payment.",2
message_0122,u_006,group,group_003,,u_045,2026-08-17 17:12,@u_010 don't send client note yet. Payment worker still retrying failed events after queue restart. Can you check logs now?,0
message_0022,u_012,business,,business_098,,2026-08-02 12:12,"Review in Progress

Dear User,

Your approved application of INR 200000 has moved into the final stage.

Tap below for current status.

Ref ID-532311946

Reply STOP to unsubscribe",0
message_0226,u_007,group,group_001,,u_042,2026-04-22 12:39,"We reached the hospital for routine checkup. Nothing urgent, will update after doctor sees the reports.",0
message_0285,u_027,business,,business_008,,2026-07-12 07:31,"Hi Customer,

Your food order status has been updated.

The rider may call from a masked number when they reach your location.

Track order in the app.",0
message_0309,u_035,business,,business_031,,2026-06-11 07:57,"You just dropped something...

A membership, event, or entertainment update is available for your account.

Unlock benefits, watchlist updates, or booking details from the app whenever convenient.

Reply STOP to unsubscribe",0
message_0019,u_005,group,group_012,,u_048,2026-08-05 12:57,Sofa set + 4 dining chairs available. Buyer cancelled. Pickup today from basement parking. DM for price.,0
message_0033,u_012,business,,business_092,,2026-04-29 07:17,"When did a trip last change something about how you see yourself?

Ladakh is built for that. 7 nights, all in, from Rs 17,999 per person.

Tap below to view the itinerary.

Reply STOP to unsubscribe from marketing messages.",0
message_0327,u_001,direct,,,u_054,2026-05-17 07:46,"Did you have dinner? I made extra dal, take it from the fridge if you come back late.",0
message_0328,u_001,direct,,,u_049,2026-05-27 12:52,"Hi dear, your courier could not be delivered. Pay Rs 28 reattempt fee now or parcel returns tonight.",0
message_0011,u_002,business,,business_096,,2026-05-17 17:08,"Thank you for choosing PVR Cinemas,

We would love to hear about your experience with us.

Please click the link to give your valuable feedback.",0
message_0195,u_019,group,group_003,,u_045,2026-03-14 07:31,"Route B bus leaving 15 min early today, main signal road blocked. Pickup 7:35 sharp, driver can't wait.",0
message_0135,u_010,group,group_004,,u_046,2026-06-03 07:31,@u_010 don't send client note yet. Payment worker still retrying failed events after queue restart. Can you check logs now?,0
message_0121,u_035,group,group_016,,u_051,2026-08-07 12:08,Deal again: loan up to 5 lakh approved. Reply NOW for executive callback. No documents.,0
message_0221,u_006,business,,business_006,,2026-03-03 17:08,"Hello Customer,

This is a routine update regarding your registered utility account.

Please review the bill or outage details in the official app. Kindly ignore this message if you have already completed the action.

Tap below to view details.",0
message_0202,u_009,group,group_005,,u_050,2026-04-20 12:12,ALERT: OTP for your account exposed. Secure profile now: account-login.in. Service may block if not verified today.,0
message_0113,u_001,group,group_001,,u_051,2026-06-21 17:17,"Good morning beta. Call later when free, just checking if you reached office.",0
message_0166,u_003,group,group_001,,u_051,2026-07-12 12:39,GOOD MORNING. Blessings to every family. Share before 9 AM for positive energy.,0
message_0130,u_011,business,,business_004,,2026-05-17 12:03,"Dear Customer,

Your health-related update is ready for review.

Please check appointment, prescription, claim, or pickup details in the registered app before the scheduled time.

Team Care Services",0
message_0199,u_006,group,group_003,,u_045,2026-03-21 12:57,"Route B bus leaving 15 min early today, main signal road blocked. Pickup 7:35 sharp, driver can't wait.",0
message_0018,u_007,business,,business_094,,2026-07-26 07:52,"New here? 50% Off Won't Wait!

Welcome! Get 50% off with TRY50.

But hurry, it might expire soon.

Ready to place your first order? Use it now!

T&C apply. Reply STOP to unsubscribe",0
message_0178,u_011,group,group_002,,u_043,2026-04-18 12:52,@u_010 don't send client note yet. Payment worker still retrying failed events after queue restart. Can you check logs now?,0
message_0350,u_033,direct,,,u_048,2026-05-09 17:03,"Hi, the kurta set is still available. I can keep it till 7 PM if you want to pick up from Gate 2.",0
message_0150,u_005,group,group_021,,u_054,2026-04-09 07:03,Unknown sender promised guaranteed returns from options trades and asked members to DM for paid calls.,0
message_0095,u_001,business,,business_003,,2026-08-18 17:31,"You just dropped something...

A limited shopping benefit is available on items you recently viewed.

Check the details in the app before the offer expires.

Reply STOP to unsubscribe",0
message_0102,u_032,group,group_005,,u_048,2026-04-05 07:12,Imported recliner discount today only. u_033 has muted marketplace seller posts after repeated irrelevant listings.,0
message_0185,u_009,group,group_005,,u_050,2026-06-27 17:31,ALERT: OTP for your account exposed. Secure profile now: account-login.in. Service may block if not verified today.,0
message_0324,u_040,business,,business_098,,2026-04-17 07:24,"Review in Progress

Dear User,

Your approved application of INR 200000 has moved into the final stage.

Tap below for current status.

Ref ID-532311946

Reply STOP to unsubscribe",0
message_0139,u_011,group,group_002,,u_043,2026-07-13 12:57,"Gate 2 closing 6:30 for repair truck. Cars on ramp need to move before then, security started calling flats.",0
message_0148,u_016,group,group_005,,u_050,2026-03-20 12:52,Final warning: failed login detected. Verify in 30 minutes or account access restricted.,0
message_0349,u_032,direct,,,u_048,2026-04-29 12:57,"Hi, the kurta set is still available. I can keep it till 7 PM if you want to pick up from Gate 2.",0
message_0093,u_007,business,,business_003,,2026-07-29 07:17,"Reminder: your account has a shopping offer available.

Selected products and saved items may have extra discounts today.

Tap below to view current balance or offer details.

Reply STOP to unsubscribe",0
message_0238,u_011,group,group_002,,u_049,2026-07-18 12:52,Pay society maintenance to this new QR today for instant ledger update. Admin asked me to share.,1
message_0164,u_016,group,group_012,,u_045,2026-07-25 17:24,University student chat: anyone has lab slides? u_016 usually reads these later and rarely replies during class hours.,0
message_0227,u_008,business,,business_011,,2026-05-02 17:46,"You just dropped something...

A limited shopping benefit is available on items you recently viewed.

Check the details in the app before the offer expires.

Reply STOP to unsubscribe",0
message_0308,u_035,business,,business_030,,2026-06-01 17:52,"You just dropped something...

A membership, event, or entertainment update is available for your account.

Unlock benefits, watchlist updates, or booking details from the app whenever convenient.

Reply STOP to unsubscribe",0
message_0047,u_001,business,,business_004,,2026-08-14 17:46,"Dear Customer,

Your health-related update is ready for review.

Please check appointment, prescription, claim, or pickup details in the registered app before the scheduled time.

Team Care Services",0
message_0287,u_028,business,,business_106,,2026-06-29 17:46,"Hello,

We are sharing an update about your cloud security workspace.

Please review the finding details, affected resource, and recommended action in the console.

Team AWS Security Hub",0
message_0210,u_002,business,,business_002,,2026-06-06 07:03,"Important Information

Dear Customer,

Your latest account or card payment update is now available.

Please review the details and next steps in your banking app.

Team Banking Services",0
message_0311,u_036,business,,business_104,,2026-07-01 17:08,"Pending Traffic Challan Notice

Vehicle KA03NQ9275 has 1 pending challan(s) with a total payable amount of Rs 435.

Ignoring challans may lead to additional penalties, legal follow-ups, or issues during vehicle verification.

Tap below to view details.

Reply STOP to unsubscribe",0
message_0061,u_020,group,group_005,,u_052,2026-06-10 12:08,"Loan approved upto 5L, no documents. Same day transfer. Reply YES / missed call now, limited slots.",0
message_0071,u_035,group,group_012,,u_048,2026-08-16 17:08,"Loan approved upto 5L, no documents. Same day transfer. Reply YES / missed call now, limited slots.",0
message_0271,u_022,group,group_019,,u_046,2026-03-27 12:08,Need approval on vendor payout sheet before 3 PM or the Friday batch will slip.,0
message_0001,u_011,group,group_002,,u_043,2026-03-11 12:08,"Admin update: tank cleaning starts 4 PM. B/C may miss evening water if valve work slips, pls store now. Will msg once plumber closes line.",0
message_0155,u_037,group,group_008,,u_041,2026-04-26 17:31,"Gate 2 closing 6:30 for repair truck. Cars on ramp need to move before then, security started calling flats.",0
message_0201,u_040,group,group_005,,u_050,2026-04-10 07:08,Final warning: failed login detected. Verify in 30 minutes or account access restricted.,0
message_0302,u_033,group,group_005,,u_048,2026-05-05 17:12,"Selling cotton kurta set, size M, worn once. Pickup near Gate 2. Can share more photos on DM.",0
message_0123,u_006,group,group_003,,u_045,2026-03-08 07:17,"Route B bus leaving 15 min early today, main signal road blocked. Pickup 7:35 sharp, driver can't wait.",0
message_0056,u_011,group,group_002,,u_043,2026-04-21 17:39,Someone DM'd me a 'maintenance quick pay' QR from a new number. Looks odd. Admin pls confirm before anyone scans.,0
message_0042,u_003,group,group_001,,u_051,2026-07-28 07:12,Good morning. Have a blessed day.,0
message_0138,u_011,group,group_011,,u_043,2026-07-03 07:52,@u_010 don't send client note yet. Payment worker still retrying failed events after queue restart. Can you check logs now?,0
message_0014,u_001,group,group_001,,u_051,2026-06-16 17:24,"Good morning all, stay positive and keep smiling.",0
message_0298,u_031,group,group_003,,u_045,2026-03-26 12:52,"Reminder: science project models should be sent tomorrow morning, not today.",0
message_0161,u_001,group,group_002,,u_043,2026-06-25 17:08,Sharing this here: drink warm water every hour. Doctors don't tell this. Share to all groups for everyone's benefit.,0
message_0081,u_002,group,group_005,,u_050,2026-05-03 07:08,"This came with bank logo but URL is hsbc-alerts.net, not real bank site. Asks username and OTP on same page.",0
message_0083,u_013,group,group_005,,u_050,2026-05-23 17:17,"This came with bank logo but URL is hsbc-alerts.net, not real bank site. Asks username and OTP on same page.",0
message_0070,u_035,business,,business_005,,2026-08-06 12:03,"The mountains are calling again.

A saved travel deal is available for a limited time.

Check current fares, stays, and package details in the app.

Reply STOP to unsubscribe from marketing messages.",0
message_0038,u_026,group,group_015,,u_054,2026-06-18 17:52,Club board updated with snack-duty rotation. Check later before practice.,0
message_0096,u_008,group,group_002,,u_043,2026-03-09 07:39,"At Gate 3 with grocery order for 12C. Guard asking resident confirmation before entry, can someone open intercom?",0
message_0318,u_038,business,,business_067,,2026-03-21 07:52,"You just dropped something...

A limited shopping benefit is available on items you recently viewed.

Check the details in the app before the offer expires.

Reply STOP to unsubscribe",0
message_0230,u_009,business,,business_002,,2026-06-01 17:03,"Important Information

Dear Customer,

Your latest account or card payment update is now available.

Please review the details and next steps in your banking app.

Team Banking Services",0
message_0208,u_001,group,group_001,,u_051,2026-06-19 12:52,drink ajwain water every morning and send this to all family groups for good health.,12
message_0149,u_016,group,group_005,,u_050,2026-03-30 17:57,ALERT: OTP for your account exposed. Secure profile now: account-login.in. Service may block if not verified today.,0
message_0214,u_003,group,group_016,,u_051,2026-07-16 12:24,Sharing this here: this simple leaf cures diabetes in 7 days. Share with elders urgently.,10
message_0101,u_007,business,,business_005,,2026-03-26 17:08,"The mountains are calling again.

A saved travel deal is available for a limited time.

Check current fares, stays, and package details in the app.

Reply STOP to unsubscribe from marketing messages.",0
message_0247,u_014,group,group_017,,u_041,2026-03-25 12:46,Doctor changed the dosage from tonight. I sent the photo of prescription in the family chat.,0
message_0183,u_003,group,group_001,,u_051,2026-06-07 07:17,Good morning all. Have a peaceful day.,0
message_0186,u_012,business,,business_001,,2026-07-07 07:39,"Hi Customer,

Your return pickup is scheduled between 2 PM and 5 PM today.

Please keep the item packed with all accessories. You can track the pickup status in your Amazon app.

Team Amazon",0
message_0066,u_001,group,group_001,,u_051,2026-06-27 07:39,"Good morning beta. Call later when free, just checking if you reached office.",0
message_0289,u_028,group,group_019,,u_052,2026-07-19 12:57,Guaranteed 3 percent daily return in crypto arbitrage. First 20 members get private entry link.,4
message_0303,u_033,business,,business_067,,2026-05-15 07:17,"Reminder: your account has a shopping offer available.

Selected products and saved items may have extra discounts today.

Tap below to view current balance or offer details.

Reply STOP to unsubscribe",0
message_0069,u_003,group,group_016,,u_051,2026-07-27 07:57,Deal again: loan up to 5 lakh approved. Reply NOW for executive callback. No documents.,0
message_0079,u_027,group,group_005,,u_049,2026-04-13 12:57,"Paid just now for 12C. Ref 480921, amount 4820. Pls don't ask me to post receipt again, will show office if needed.",0
message_0125,u_007,group,group_001,,u_051,2026-03-28 17:31,Good morning all. May today bring success and peace. Share positivity with friends.,0
message_0294,u_030,business,,business_030,,2026-03-19 07:24,"You just dropped something...

A membership, event, or entertainment update is available for your account.

Unlock benefits, watchlist updates, or booking details from the app whenever convenient.

Reply STOP to unsubscribe",0
message_0114,u_015,business,,business_005,,2026-07-01 07:24,"When did a trip last change something about how you see yourself?

Ladakh is built for that. 7 nights, all in, from Rs 17,999 per person.

Tap below to view the itinerary.

Reply STOP to unsubscribe from marketing messages.",0
message_0103,u_032,group,group_002,,u_043,2026-04-15 12:17,"Marketplace listing from Myntra: lightly used kurta set, size M, pickup near Gate 2. u_032 asked for photos and pickup time.",0
message_0160,u_001,group,group_005,,u_052,2026-06-15 12:03,Deal again: loan up to 5 lakh approved. Reply NOW for executive callback. No documents.,0
message_0345,u_023,direct,,,u_047,2026-03-20 07:31,I am downstairs with your food order. Security is asking for flat confirmation before letting me in.,0
message_0131,u_011,group,group_002,,u_043,2026-05-27 17:08,"Gate 2 closing 6:30 for repair truck. Cars on ramp need to move before then, security started calling flats.",0
message_0188,u_009,group,group_005,,u_050,2026-06-24 17:52,ALERT: OTP for your account exposed. Secure profile now: account-login.in. Service may block if not verified today.,0
message_0106,u_004,group,group_004,,u_046,2026-05-15 12:39,@u_010 don't send client note yet. Payment worker still retrying failed events after queue restart. Can you check logs now?,0
message_0332,u_006,direct,,,u_050,2026-06-03 17:12,Your school refund is approved. Send bank details and OTP to release it before office closes.,0
message_0152,u_012,group,group_005,,u_050,2026-04-29 17:12,"This came with bank logo but URL is hsbc-alerts.net, not real bank site. Asks username and OTP on same page.",0
message_0262,u_019,business,,business_013,,2026-07-20 12:12,"Dear Customer,

Class fee payment to Nritya Studio was successful. This update is from Paytm.

Tap below to view details.",0
message_0251,u_016,group,group_012,,u_045,2026-05-04 17:08,Faculty Advising: internship approval form closes at 5 PM today. Upload offer letter and supervisor email before the portal locks.,0
message_0234,u_010,business,,business_001,,2026-06-08 07:24,"Hello,

Your office pantry supplies are out for delivery between 3 PM and 5 PM.

The delivery partner may call from a masked number once they reach reception.

Team Amazon Business",0
message_0192,u_040,group,group_022,,u_052,2026-08-03 07:12,"Land and Plot Leads: verified listing shared survey number, broker license and site-visit slots before asking for payment.",0
message_0292,u_029,group,group_023,,u_054,2026-08-18 12:12,Sharing the alumni meetup poster here. Register only if you are in town.,2
message_0141,u_011,group,group_011,,u_053,2026-08-02 07:08,"This came with bank logo but URL is hsbc-alerts.net, not real bank site. Asks username and OTP on same page.",0
message_0266,u_021,business,,business_092,,2026-07-27 17:39,"When did a trip last change something about how you see yourself?

Ladakh is built for that. 7 nights, all in, from Rs 17,999 per person.

Tap below to view the itinerary.

Reply STOP to unsubscribe from marketing messages.",0
message_0189,u_009,group,group_005,,u_050,2026-07-04 07:57,Final warning: failed login detected. Verify in 30 minutes or account access restricted.,0
message_0255,u_017,business,,business_027,,2026-05-11 07:31,"You just dropped something...

A membership, event, or entertainment update is available for your account.

Unlock benefits, watchlist updates, or booking details from the app whenever convenient.

Reply STOP to unsubscribe",0
message_0300,u_032,business,,business_011,,2026-04-15 07:03,"You just dropped something...

A limited shopping benefit is available on items you recently viewed.

Check the details in the app before the offer expires.

Reply STOP to unsubscribe",0
message_0030,u_011,group,group_002,,u_043,2026-05-02 07:03,New member posted separate maintenance QR and said pay there for faster update. Admin pls confirm before anyone scans.,0
message_0169,u_011,group,group_002,,u_043,2026-08-11 12:57,@u_010 don't send client note yet. Payment worker still retrying failed events after queue restart. Can you check logs now?,0
message_0228,u_008,business,,business_067,,2026-05-12 07:52,"You just dropped something...

A limited shopping benefit is available on items you recently viewed.

Check the details in the app before the offer expires.

Reply STOP to unsubscribe",0
message_0126,u_001,group,group_005,,u_052,2026-04-07 07:39,"Loan approved upto 5L, no documents. Same day transfer. Reply YES / missed call now, limited slots.",0
message_0167,u_003,group,group_001,,u_051,2026-07-22 17:46,"Good morning beta. Call later when free, just checking if you reached office.",0
message_0252,u_016,group,group_023,,u_054,2026-05-14 07:12,Does anyone have yesterday's database slides? I missed the first half and need to revise before quiz.,0
message_0307,u_034,group,group_006,,u_054,2026-06-24 12:46,"Book club moved discussion to next Sunday. Same cafe, 11 AM.",0
message_0054,u_032,group,group_005,,u_048,2026-05-04 07:24,"Selling a barely used denim jacket, size M. u_032 replied within 20 minutes and saved the seller contact.",0
message_0330,u_004,direct,,,u_054,2026-05-14 07:03,"Cafe plan is still tentative. I'll confirm after work, don't keep waiting for me.",0
message_0212,u_003,business,,business_004,,2026-06-26 17:12,"Dear Customer,

Your health-related update is ready for review.

Please check appointment, prescription, claim, or pickup details in the registered app before the scheduled time.

Team Care Services",0
message_0348,u_028,direct,,,u_049,2026-04-19 07:52,Firewall profile update pending. Verify your admin password here to continue.,0
message_0032,u_008,business,,business_036,,2026-05-22 17:12,"Delivery attempt could not be completed.

A reattempt charge is pending for your parcel. Please complete verification at amazonpay-delivery.in before the package is returned tonight.

Tap below to continue.

Reply STOP to opt out.",0
message_0100,u_007,group,group_005,,u_052,2026-03-16 12:03,"Loan approved upto 5L, no documents. Same day transfer. Reply YES / missed call now, limited slots.",0
message_0264,u_020,business,,business_001,,2026-07-07 07:24,"Hi Customer,

Your order ending 4821 has been packed and is expected to reach the local hub today.

You can check delivery details and delivery-code instructions in your Amazon app.

Team Amazon",0
message_0239,u_012,business,,business_092,,2026-07-28 17:57,"When did a trip last change something about how you see yourself?

Ladakh is built for that. 7 nights, all in, from Rs 17,999 per person.

Tap below to view the itinerary.

Reply STOP to unsubscribe from marketing messages.",0
message_0278,u_025,business,,business_096,,2026-05-03 17:52,"Thank you for choosing PVR Cinemas,

We would love to hear about your experience with us.

Please click the link to give your valuable feedback.",0
message_0020,u_011,group,group_016,,u_051,2026-08-15 17:03,one simple success habit changed thousands of lives. Read fully and send to 10 people.,12
message_0134,u_010,group,group_002,,u_043,2026-05-24 17:24,"Gate 2 closing 6:30 for repair truck. Cars on ramp need to move before then, security started calling flats.",0
message_0036,u_004,group,group_005,,u_049,2026-05-29 07:39,"Hi, is the study chair still available? Can pick up tomorrow evening from gate if final price works.",0
message_0172,u_005,group,group_005,,u_050,2026-03-22 12:12,"Wallet KYC incomplete. Open link and confirm card number, PIN and OTP to continue payments.",0
message_0089,u_011,group,group_002,,u_043,2026-06-19 17:57,"Accounts update: late fee after Fri 5 PM. If paid by transfer, send receipt to office WhatsApp, not this group. Sheet updated after 7.",0
message_0281,u_026,business,,business_092,,2026-06-02 17:08,"The mountains are calling again.

A saved travel deal is available for a limited time.

Check current fares, stays, and package details in the app.

Reply STOP to unsubscribe from marketing messages.",0
message_0225,u_007,business,,business_094,,2026-04-12 07:31,"New here? 50% Off Won't Wait!

Welcome! Get 50% off with TRY50.

But hurry, it might expire soon.

Ready to place your first order? Use it now!

T&C apply. Reply STOP to unsubscribe",0
message_0077,u_005,group,group_005,,u_050,2026-03-24 17:46,"This came with bank logo but URL is hsbc-alerts.net, not real bank site. Asks username and OTP on same page.",0
message_0355,u_040,direct,,,u_054,2026-05-26 12:31,I found one land listing near the highway but it looks like a broker forward. Check only if you are interested.,0
message_0269,u_022,business,,business_093,,2026-03-07 17:57,"Dear customer,

International payouts don't have to be slow, expensive, or stressful.

RazorpayX Global Payouts helps simplify vendor payouts across markets.

Let's connect if any of the pain points resonate.

Team RazorpayX",0
message_0181,u_017,business,,business_001,,2026-05-18 12:08,"Hi Customer,

Your return pickup is scheduled between 2 PM and 5 PM today.

Please keep the item packed with all accessories. You can track the pickup status in your Amazon app.

Team Amazon",0
message_0305,u_034,business,,business_099,,2026-06-04 17:31,"Hi,

You may have interacted with this program through one of our events, hiring conversations, partnerships, or other initiatives.

We're conducting a short 3-minute survey or session update to better understand what today's tech industry expects.

Here's the link shared in this chat. We'd really appreciate it if you could take a few minutes.",0
message_0323,u_040,business,,business_003,,2026-04-07 17:17,"Reminder: your account has a shopping offer available.

Selected products and saved items may have extra discounts today.

Tap below to view current balance or offer details.

Reply STOP to unsubscribe",0
message_0182,u_003,group,group_001,,u_051,2026-05-28 17:12,GOOD MORNING. Blessings to every family. Share before 9 AM for positive energy.,0
message_0261,u_019,business,,business_027,,2026-07-10 07:08,"You just dropped something...

A membership, event, or entertainment update is available for your account.

Unlock benefits, watchlist updates, or booking details from the app whenever convenient.

Reply STOP to unsubscribe",0
message_0140,u_011,group,group_011,,u_053,2026-07-23 17:03,"Wallet KYC incomplete. Open link and confirm card number, PIN and OTP to continue payments.",0
message_0180,u_017,group,group_015,,u_054,2026-05-08 07:03,Weekend plan details are in sheet. Add name if joining dinner after match.,0
message_0277,u_024,group,group_013,,u_046,2026-04-23 12:46,Workshop speaker list changed. Please check if your panel slot still works.,0
message_0117,u_015,group,group_005,,u_050,2026-07-31 07:46,"This came with bank logo but URL is hsbc-alerts.net, not real bank site. Asks username and OTP on same page.",0
message_0012,u_026,group,group_014,,u_048,2026-05-27 07:12,"Cycle helmet + pump + rear light available. Bought Dec, barely used. Pickup near Gate 1, DM for pics.",0
message_0015,u_006,group,group_002,,u_043,2026-06-26 07:31,"Sharing this here: drink warm water every hour, avoid cold food. Share in family groups.",0
message_0085,u_032,group,group_005,,u_052,2026-06-12 12:31,Deal again: loan up to 5 lakh approved. Reply NOW for executive callback. No documents.,0
message_0295,u_030,group,group_020,,u_043,2026-03-29 12:31,Lift 2 is stuck between floors; technician is on the way. Use staircase or Lift 1 until resolved.,0
message_0008,u_015,group,group_010,,u_043,2026-05-20 17:52,Cultural night sheet is open. Add flat no + item by Sunday. Pls don't flood group with 'done'.,0
message_0248,u_015,business,,business_093,,2026-04-04 17:52,"Dear customer,

International payouts don't have to be slow, expensive, or stressful.

RazorpayX Global Payouts helps simplify vendor payouts across markets.

Let's connect if any of the pain points resonate.

Team RazorpayX",0
message_0198,u_006,group,group_003,,u_045,2026-03-11 07:52,@u_010 don't send client note yet. Payment worker still retrying failed events after queue restart. Can you check logs now?,0
message_0045,u_009,group,group_005,,u_050,2026-07-25 07:31,SECURITY: OTP risk found. Verify at account-login.in before access is blocked.,0
message_0052,u_003,group,group_002,,u_043,2026-04-14 12:12,"Gate 2 closing 6:30 for repair truck. Cars on ramp need to move before then, security started calling flats.",0
message_0290,u_029,business,,business_015,,2026-07-29 17:03,"Dear Customer,

Finance desk: vendor invoice INV-2901 is approved. Payment will be released in Friday batch.

Tap below to view details.",0
message_0063,u_021,group,group_015,,u_054,2026-06-30 07:17,Book club notes from yesterday uploaded. Read before next week's call if you missed it.,0
message_0173,u_005,group,group_005,,u_050,2026-04-01 17:17,"This came with bank logo but URL is hsbc-alerts.net, not real bank site. Asks username and OTP on same page.",0
message_0280,u_025,group,group_018,,u_054,2026-05-23 12:03,Match starts at 11:30. I'll mute the group during first half unless someone has stream issue.,0
message_0086,u_011,group,group_002,,u_043,2026-06-22 17:39,"Accounts update: late fee after Fri 5 PM. If paid by transfer, send receipt to office WhatsApp, not this group. Sheet updated after 7.",0
message_0040,u_001,group,group_001,,u_051,2026-07-08 12:03,Sharing this here: natural health cure. Read till end and send to all groups.,12
message_0156,u_001,group,group_002,,u_043,2026-05-06 07:39,"Gate 2 closing 6:30 for repair truck. Cars on ramp need to move before then, security started calling flats.",0
message_0132,u_004,group,group_005,,u_050,2026-05-04 07:12,ALERT: OTP for your account exposed. Secure profile now: account-login.in. Service may block if not verified today.,0
message_0016,u_006,group,group_008,,u_051,2026-07-06 12:39,"Sharing this here: share in all groups before tonight. Don't ignore, very important.",12
message_0026,u_002,group,group_005,,u_052,2026-03-23 17:39,Congrats! Number selected for voucher. Claim before midnight using link.,0
message_0116,u_015,group,group_005,,u_050,2026-07-21 17:39,"Wallet KYC incomplete. Open link and confirm card number, PIN and OTP to continue payments.",0
message_0005,u_003,business,,business_004,,2026-04-20 17:31,"Dear Customer,

Your health-related update is ready for review.

Please check appointment, prescription, claim, or pickup details in the registered app before the scheduled time.

Team Care Services",0
message_0004,u_001,business,,business_001,,2026-04-10 12:24,"Hi Customer,

Your order ending 4821 has been packed and is expected to reach the local hub today.

You can check delivery details and delivery-code instructions in your Amazon app.

Team Amazon",0
message_0115,u_015,business,,business_005,,2026-07-11 12:31,"When did a trip last change something about how you see yourself?

Ladakh is built for that. 7 nights, all in, from Rs 17,999 per person.

Tap below to view the itinerary.

Reply STOP to unsubscribe from marketing messages.",0
message_0143,u_018,business,,business_001,,2026-07-20 17:17,"Hi Customer,

Your order ending 4821 has been packed and is expected to reach the local hub today.

You can check delivery details and delivery-code instructions in your Amazon app.

Team Amazon",0
